topic_id,topic_name,topic_whether_background,topic_havebg_id,topic_havebg_else,topic_category,topic_synopsis,topic_remark,topic_teacher,topic_whether_pass,topic_major,topic_time
2022wl026,户用型光伏并网逆变器的硬件优化和可靠性仿真,FALSE,,,工程实践/应用型,"根据逆变桥的相数不同，光伏发 电系统用逆变器可分为单相逆变器和三相逆变器 ：一般使用单相逆变器的多为小型分布式光伏发电系统；而三相逆变器多用于大型光伏发电系统 。根据逆变器功率变换的级数又可将其分为单级式和多级式逆变器 。单级逆变器只通过一个逆变过程就同时完成逆变 、电压变换 以及控制功能 ；多级逆变器通常是由前级DC／DC和后级 DC／AC组成 的，前级 DC／DC可以实现 MPPT控制和直流母线稳压功能 ，后级 DC／AC 用于实现逆变及其他控制功能 。根据逆变器 的输入 、输 出方式又可分为电压源逆变器和电流源逆变器 。电压源逆变器直流侧采用电容滤波，交流侧采用缓冲电抗器，电流源逆变器则相反。
本课题主要探讨户用型并网光伏逆变器，从户用型并网光伏逆变器的拓扑结构，在硬件电路的实际设计中，使得系统硬件更加简洁可靠；并用仿真软件进行可靠性仿真。",,刘世建,TRUE,应用物理学,2021/11/7
2022xj057,基于有限差分法的Fisher方程动态行为分析,FALSE,,,基础型,"费希尔方程( Fisher equation)是一个常见于热传导、燃烧理论、生物学、生态学等领域的非线性偏微分方程。通过本课题了解Fisher方程的背景、相关特定问题的解析解。针对同质诺依曼边界条件的Fisher方程，采用有限差分法（如：向后差分和牛顿迭代法等）对相关问题进行数值求解。并对计算结果进行作图，进而分析其动态行为。程序设计采用MATLAB语言实现。
费希尔方程( Fisher equation)是一个常见于热传导、燃烧理论、生物学、生态学等领域的非线性偏微分方程。通过本课题了解Fisher方程的背景、相关特定问题的解析解。针对同质诺依曼边界条件的Fisher方程，采用有限差分法（如：向后差分和牛顿迭代法等）对相关问题进行数值求解。并对计算结果进行作图，进而分析其动态行为。程序设计采用MATLAB语言实现。",,徐丽,TRUE,信息与计算科学,2021/11/7
2022xj024,因子分析在实际问题数据处理中的应用,FALSE,,,工程实践/应用型,因子分析是多元统计分析中的非常重要的内容，也是经济统计数据分析中一个比较重要的分析工具，是处理数据的基本方法之一，有着广泛的应用。它的基本原理就是将比较多的解释因素或者较多的经济变量用较少的解释变量或者经济变量来解释可以达到比较好的解释效果，而较少的解释因素中含有所有因素中较多的信息，在经济数据统计处理中有比较好的应用，我们可以从相关网站上查询到有关的实际数据，利用统计软件SPSS对数据作出处理，并结合背景知识，给出比较合理的解释结果。,学习过多元统计分析的有关内容，会利用SPSS软件处理数据,刘家雄,TRUE,信息与计算科学,2021/11/7
2022xj025,多因素线性回归分析模型在实际中的应用,FALSE,,,工程实践/应用型,多元线性回归分析是分析和处理数据的一个重要的方法， 在处理数据上有很重要的应用，在实际问题中，影响某个因素的原因可以是很多个原因，也就是说，被解释变量可以有多个解释变量来解释或者来影响，但影响的程度如何，怎么量化可以转化为对变量参数的估计来理解，这就是回归分析的作用，我们可以在给出实际数据的前提下可以利用统计软件SPSS并结合回归分析的基本原理，对实际数据的结果结合背景知识给出比较合理的解释，有着一定的实际应用意义。,学习过多元统计分析的相关内容，特别是多元线性回归分析模型的相关内容，会使用SPSS软件处理数据,刘家雄,TRUE,信息与计算科学,2021/11/7
2022xj026,离散的Fourier变换（DFT）在谐波分析中的应用,FALSE,,,工程实践/应用型,"频谱分析在工程领域有着非常广泛的应用，我们知道信号特别是连续信号可以看成一元函数，是时间函数，频谱分析为我们提供了从频率的角度来看信号，特别是特别是时间函数通过Fourier变换以后，转入频域内研究函数，通过对信号的数学处理，可以分离提取信号的相关特征，特别是离散的Fourier变换(DFT)甚至离散的快速Fourier变换（FFT）在实际应用中诸如语音信号处理等有广泛的应用，我们理解了原理以后，可以通过计算软件仿真出具体信号的频谱，更能加深对DFT或者FFT的理解。
",学习过信号处理的相关内容，会使用MATLAB 编写一些基本的代码计算Fourier变换的结果,刘家雄,TRUE,信息与计算科学,2021/11/7
2022xj019,矩阵特征值在系统中的应用,TRUE,61903244,国家自然科学基金青年项目,基础型,矩阵的特征值问题是高等代数理论的一个重要且基本的内容，在科学研究、日常生活与工程实践中应用非常广泛，许多实际问题的求解最终都可归结为求矩阵的特征值与特征向量，例如振动问题、动力系统的稳定性问题和一些数学建模问题等。借助矩阵特征值的计算和讨论可以方便地达到解决问题的目的，对于系统，可通过特征值的范围判断系统是否稳定。因此，矩阵特征值是矩阵的一个重要的数量特征，在科学研究与工程实践中具有重要的理论和应用价值，如何以较简单的方式计算出系统的特征值也是科研人员一直以来孜孜以求的问题。对于复杂情形，有必要深入地研究矩阵的特征值的估计问题。,"1、能够阅读中、外文文献，善于思考； 2、具备MATLAB基础；
",李丽珍,TRUE,信息与计算科学,2021/11/7
2022wl054,石墨烯在太阳能电池中的应用研究,TRUE,TP2017076,,基础型,"石墨烯是从石墨材料中剥离出来、由碳原子组成的只有一层原子厚度的二维晶体。2004年，英国曼彻斯特大学物理学家安德烈·盖姆和康斯坦丁·诺沃肖洛夫，成功从石墨中分离出石墨烯，证实它可以单独存在，两人也因此共同获得2010年诺贝尔物理学奖。石墨烯既是最薄的材料，也是最强韧的材料，同时它又有很好的弹性，拉伸幅度能达到自身尺寸的20%。另外，石墨烯几乎是完全透明的，只吸收2.3%的光。另一方面，它非常致密，即使是最小的气体原子(氦原子)也False法穿透。这些特征使得它非常适合作为透明电子产品的原料，如透明的触摸显示屏、发光板和太阳能电池板。
本课题分析讨论石墨烯的制备以及其出众的光学、机械和电子特性，并以此研究石墨烯在太阳能电池中的应用。",该课题可锻炼学生查阅及阅读总结文献的能力，了解一般科学研究的流程，可锻炼学生研究问题解决问题的科研能力,郑莉,TRUE,应用物理学,2021/11/9
,高压下卤化钙钛矿材料光电性能的第一性原理计算模拟,TRUE,No.,,基础型,钛矿是指一类组成结构为ABX3的天然矿物质，于1839年首次被人类发现，并于19世纪由俄罗斯矿物科学家L. A. Perovski对其命名。钙钛矿化学式ABX3中的A、B均代表正价阳离子，其中A的尺寸半径较大；而X则代表负价阴离子，三者共同组成稳定结构的钙钛矿体系。钙钛矿结构有机False机混合卤化物钙钛矿是钙钛矿体系材料中的重要组成。其中Ａ位通常为正一价有机阳离子（如：MA+、FA+等），Ｂ位为正二价金属阳离子（Pb2+、Sn2+、Eu2+、Mn2+等），X位则为负一价卤族元素（F-、Cl-、Br-、I-）。而在全False机钙钛矿中，Ａ位则为正一价的碱金属离子（K+、Rb+、Cs+）。化学式为ABX3的晶体结构通常分为三类，即正交结构、四方结构、立方结构。由BX6八面体结构组成且以X位为连接点而组成其晶体结构的骨架，Ａ位填充在八面体间隙位置，从而保持整体结构的电中性。由于不同元素的离子半径不同，因此在进行离子组合过程中，通常将所有离子均被认为是刚性球体，计算组合结构的容忍因子（t）和八面体因子(μ）的大小。其中RA、RB、RX分别代表A、B、X的离子半径。当0.81＜t＜1.1，0.377＜μ＜0.895时，其所对应的钙钛矿被认为具有稳定立方结构。而当ｔ低于此范围时，钙钛矿形成四方结构或正交结构。钙钛矿材料的带隙与其组分有密切关系。由于不同组分存在离子半径的差异，这将引起晶格膨胀或收缩。例如，若Ａ位离子半径增大，则晶格发生膨胀，带隙减小。若X位掺入离子半径较大的卤素原子，则带隙减小，这正是卤族钙钛矿调整带隙的重要方法。研究发现，钙钛矿材料，尤其是有机-False机杂化钙钛矿材料，具有非常优异的光电性质。它拥有吸收系数高，载流子寿命长，载流子迁移率比较高，缺陷浓度低，缺陷能级浅，荧光量子产率高，激子束缚能低等优点，非常适合用于活性层材料，是理想的光电器件如太阳能电池、发光二极管、光电探测器等的制备材料。事实上，目前利用钙钛矿材料制备的光电器件的光电转换效率从2009年报道的3.8%到如今的最高25.2%。在生产工艺上，能通过溶液旋涂法进行低温制备，整体制造成本较低，并且可以制备柔性器件。兼具上述优势，钙钛矿材料凭借其False比卓越的光电性质和前景巨大的发展空间得到了全世界的研究人员的认可。,物理学专业学生,彭麟,FALSE,应用物理学,2021/11/9
2022wl027,双带介观超导体涡旋特性分析,TRUE,No.,,基础型,"1911年H. Kamerlingh Onnes在Leiden实验室研究各种金属的电阻率随温度变化时, 观测到Hg的电阻在4.2K时陡然降为零, 且在铅和锡等其他金属中也发现了同样的性质。这种在低温下发生的零电阻现象, 被称为物质的超导电性, 具有超导电性的材料称为超导体。电阻突然消失时的温度叫做超导体的临界温度, 用Tc表示。当温度在Tc以上时, 超导体和正常金属一样, 具有有限的电阻值,这时超导体处于正常态; 当温度在Tc以下时, 超导体进入零电阻状态—超导态。直到1933年, 人们始终相信超导电性和“理想”导电性是相同的。然而在当年, Meissner发现了超导体的完全抗磁性—外磁场总是被排斥在处于超导态的超导体之外, 它与加磁场的历史False关, 这个效应称之为Meissner效应。
    纳米技术的高速发展使人们能够在实验上研制几何形状复杂的介观超导体,同时也增加了科学家对其的研究兴趣。因为它不仅能增加我们对超导物理的理解,还能推动超导电子学技术的发展。介观超导体是指其尺寸与其特征长度(如相干长度或穿透深度),可比拟的超导体。在磁场中,介观超导体的性质主要受其边界条件(如形状,尺寸和外部环境等)的影响,使它表现出许多不同于大块超导体的行为。例如介观超导体中可以出现巨涡旋态和多涡旋态,以及涡旋-反涡旋对等状态。以往,对介观超导体的理论研究主要近似认为样品几何是二维的,即超导序参量、超导电流、磁场等沿外磁场方向(令为z方向)总是均匀的,独立于z轴。如薄盘、薄环 和长圆柱等。这种情况,界面比较简单,不能准确反映三维样品的实质。例如,对于三维介观球来说,边界与外加磁场的夹角将会起到重要作用,导致样品内部的涡旋弯曲,由此超流也将不再在平面内流动,其效应也将不得不考虑。
",物理专业学生,彭麟,TRUE,应用物理学,2021/11/9
2022wl028,不同参数空间介观超导磁涡旋可能的分布,TRUE,No. 17ZR1411400,,基础型,"超导体（英文名：superconductor），又称为超导材料，指在某一温度下，电阻为零的导体。在实验中，若导体电阻的测量值低于10-25Ω，可以认为电阻为零。超导体不仅具有零电阻的特性，另一个重要特征是完全抗磁化。人类最初发现超导体是在1911年，这一年荷兰科学家海克&#8226;卡末林&#8226;昂内斯（Heike Kamerlingh Onnes）等人发现，汞在极低的温度下，其电阻消失，呈超导状态。此后超导体的研究日趋深入，一方面，多种具有实用潜力的超导材料被发现，另一方面，对超导机理的研究也有一定进展。目前，超导体已经进行了一系列试验性应用，并且开展了一定的军事、商业应用。
    现代纳米技术的发展已经能够使人们制造出各种形状的小尺寸超导样品。随着尺寸的减小，样品中量子局限效应得以显现，从而表现出很多宏观超导体所不具备的特点。对于介观尺度超导体（即样品尺寸与相干长度或穿透深度相当的超导体），其超导性质易受样品几何尺寸的影响，会表现出许多新奇现象，引起了人们广泛的研究兴趣。由于纳米级这个概念，在未来是一种流行的大趋势，所以我们选择探究纳米尺度的超导体。在实验后，我们将会得到纳米尺度超导体在外加电流与磁场下，其的静态和动态特性以及磁化振荡的周期的变化。本论文简单介绍了描述Ⅱ类超导体混合态特性的Ginzburg-Landau理论,然后对其进行False量纲化和离散化,建立了基于有限元方法的数值模型,并采用数值模拟方法研究了微、纳米尺度超导薄膜中的磁通动力学相关问题。我们还发现模拟中得到的所有的磁通动力学相和稳定的磁电阻双峰结构几乎与纳米线长度False关,但与宽度有关,因此可归因于超导纳米线的本征特性。
",物理专业学生,彭麟,TRUE,应用物理学,2021/11/9
2022wl029,热力学输运对介观超导动力学影响,TRUE,No. 17ZR1411400,,基础型,"现代纳米技术的发展已经能够使人们制造出各种形状的小尺寸超导样品。随着尺寸的减小，样品中量子局限效应得以显现，从而表现出很多宏观超导体所不具备的特点。对于介观尺度超导体（即样品尺寸与相干长度或穿透深度相当的超导体），其超导性质易受样品几何尺寸的影响，会表现出许多新奇现象，引起了人们广泛的研究兴趣。由于纳米级这个概念，在未来是一种流行的大趋势，所以我们选择探究纳米尺度的超导体。在实验后，我们将会得到纳米尺度超导体在外加电流与磁场下，其的静态和动态特性以及磁化振荡的周期的变化。本论文简单介绍了描述Ⅱ类超导体混合态特性的Ginzburg-Landau理论,然后对其进行False量纲化和离散化,建立了基于有限元方法的数值模型,并采用数值模拟方法研究了微、纳米尺度超导薄膜中的磁通动力学相关问题。我们还发现模拟中得到的所有的磁通动力学相和稳定的磁电阻双峰结构几乎与纳米线长度False关,但与宽度有关,因此可归因于超导纳米线的本征特性。
    本毕业论文旨在在考虑了外场中,对介观超导体中的涡旋态作理论研究。通过用有限元法数值求解完整的非线性GL方程组,对其涡旋态进行分析。
",物理专业学生,彭麟,TRUE,应用物理学,2021/11/9
2022wl044,基于霍尔效应实验的研究,FALSE,,,基础型,"在磁场中的载流导体上出现横向电势差的现象是24岁的研究生霍尔（Edwin H. Hall）在1879年发现的，现在称之为霍尔效应。随着半导体物理学的迅猛发展，霍尔系数和电导率的测量已经称为研究半导体材料的主要方法之一。
在霍尔效应发现约100年后，德国物理学家克利青(Klaus von Klitzing)等研究半导体在极低温度和强磁场中发现了量子霍尔效应，它不仅可作为一种新型电阻标准，还可以改进一些基本产量的精确测定，是当代凝聚态物理学和磁学令人惊异的进展之一，克利青因此发现获得1985年诺贝尔物理学奖。其后美籍华裔物理学家崔琦(D. C. Tsui)和施特默在更强磁场下研究量子霍尔效应时发现了分数量子霍尔效应。它的发现使人们对宏观量子现象的认识更深入一步，他们因此发现获得了1998年诺贝尔物理学奖。
本论文基于虚拟仿真实验用霍尔元件测量磁场，判断霍尔元件载流子类型，计算载流子的浓度和迁移速度，以及了解霍尔效应测试中的各种负效应及消除方法。学习使用origin软件对实验数据进行绘图处理，并对实验结果进行分析。论文最后延伸拓展霍尔效应在各个领域的应用情况。",,杨春沪,TRUE,应用物理学,2021/11/9
2022wl049,GdBCO 超导块材的微观结构均匀性研究,TRUE,教育部留学生基金,,基础型,"超导材料能够在低温条件下呈现出电阻等于零以及排斥磁力线等性质。铜氧化物高温超导块材具有较高的磁感应强度，尺寸为120cm的圆柱形超导块材在低温77K时，因为强磁场而产生的悬浮力可以负载一个成年人的重量，这是相同尺寸的永久磁体根本False法达到的。顶部籽晶熔融织构生长法作为可以有效抑制 REBCO 超导块材出现随机成核，减少晶粒间的弱连接的制备方法，被广泛应在各种 REBCO 超导块材的制备与性能研究中，也是我们课题组用来制备 GdBCO 超导块材的主要方法。但是，通常制备出来的超导块材存在着微观结构不均匀性。
本课题主要是通过修改后的熔融织构方法，制备高性能的GdBCO超导块材，同时对该材料的微观结构进行相应的分析研究，找到提高超导块材性能的方法，促进材料的应用研究。目的是培养学生独立的实验和解决问题的能力。
一、本课题主要内容：
1）主要学习通过熔融织构方法生长制备样品。	
2）通过微观结构的图像，对超导块材的均匀性进行比较。通过已有的物理知识，对实验数据进行简单的分析。
二、所需主要知识：
《电磁学》、《材料物理》等
","二、所需主要知识：
《电磁学》、《材料物理》等
",张玉凤,TRUE,应用物理学,2021/11/9
2022wl016,倒格子在固体物理中的作用,FALSE,,,基础型,"倒格子在固体物理学中是一个非常重要的概念，特别是在晶格动力学理论、晶体电子论以及晶体衍射方面有着较为广泛的应用。倒格子是物理学中描述空间波函数的傅立叶变换后的周期性的一种方法。由傅立叶变换将晶体的周期性的实空间（正格子）变换成了周期性的倒易空间（倒格子）。倒易空间对于描述晶格与粒子（如光子、电子等）之间的作用是很便利的，例如X射线衍射图样实际上就是晶体倒格子而不是正格子的直接映像。
1912年德国物理学家劳厄提出晶体可以作为X射线的空间衍射光栅,即当一束 X射线通过晶体时将发生衍射，衍射波叠加的结果使射线的强度在某些方向上加强，在其他方向上减弱。分析在照相底片上得到的衍射花样，即倒格子的空间分布便可确定晶体结构。
本论文希望能从不同的角度对固体物理中倒格子的含义做深入的探讨。",要求学生掌握固体物理的基础知识，能够将固体物理的理论知识融汇贯通，从而有更深入地理解。,胡海宁,TRUE,应用物理学,2021/11/9
